n,runningTime
85,0.028146938677760858

85,0.07606734019405259

85,0.21172919546207147

85,0.025306029586851686

85,0.03337501539556342

90,0.08929041848562402

90,0.07445037838873425

90,0.07181730940292574

90,0.025929122247615233

90,0.10687172416624513

90,0.02925670220190746

90,0.043119551681195745

90,0.12181996086105595

90,0.3258068985808702

90,0.03299696878463898

95,0.19113292529388382

95,0.18577313097861037

95,0.09125121453888596

95,0.2256822800487175

95,0.15131743256743313

95,0.1519148659559626

95,0.19451738330162982

95,0.16738997304065784

95,0.034088343163686474

95,0.04088847796039552

100,0.25219215715791066

100,0.15225570662214594

100,0.47307829157144354

100,0.037403521136397444

100,0.037408652990844615

100,0.11565660367030262

100,0.048296737509065935

100,0.2553833153148215

100,0.04744869856171263

100,0.16238641495490747

105,0.05705553008635178

105,0.05014933696440593

105,0.2923142781875647

105,0.04485155255703077

105,0.05188989093098684

105,0.03831442530072593

105,0.2653267109602737

105,0.054851398601398316

105,0.5180252110902792

105,0.18273934969140448

110,0.16762603834521705

110,0.7107216413723272

110,0.04305968004598171

110,0.18693977255620986

110,0.1630420093605025

110,0.5210033972876431

110,0.32681701859783985

110,0.04231342287849138

110,0.686054955318653

110,0.10981740861877753

115,0.2646972034814503

115,0.16135106332024307

115,0.060377978186195946

115,0.4180887605545145

115,0.3273614228237527

115,0.12069651239172074

115,0.21963909378293067

115,0.2908281786706439

115,0.1681636000985307

115,0.20292892039467247

120,0.26758344395330624

120,0.06797440573125257

120,0.3199322082027578

120,0.06498253458870096

120,0.18771511023223297

120,0.578551585400902

120,0.22713373954812255

120,0.5270773746801147

120,0.3597032248573342

120,0.22031521560630907

125,0.32456285153202913

125,0.22341827692855176

125,0.6928760451876883

125,0.16006724439943554

125,0.28999553528663213

125,1.5039630745966335

125,0.12495295800090389

125,0.11852359968798609

125,0.16144001546398812

125,0.3935401071531217

130,1.0089392627920013

130,0.0683657096328325

130,0.37155310442981815

130,0.492881262573043

130,0.22449511105333286

130,0.2758051024318142

130,0.06794789114994515

130,0.23240629233779586

130,0.19704653223488577

130,0.3443636842609443

135,0.6269847447073467

135,0.351587624704063

135,0.4048254827364417

135,0.25253599140585337

135,0.07020419648844367

135,0.2605904369602996

135,0.33055471925334956

135,0.20813518673107723

135,0.5601945143897211

135,0.3082422714272042

140,0.17379965924486385

140,0.454535190836566

140,0.8145112592886576

140,0.3131577326782846

140,0.31478281991981305

140,0.17608932163726365

140,0.6772747800144998

140,1.281510441613186

140,0.17415119127448264

140,0.06285452561137106

145,0.7825004618669027

145,0.37258503482818384

145,0.7442198212746192

145,0.08766276531687112

145,0.704597200744459

145,0.21188956591353758

145,0.06744582472321525

145,0.3863657746363174

145,0.4222626688380089

145,0.06698395782299826

150,0.21399063265501184

150,0.08688101282279348

150,0.2095750995579735

150,0.801883476112927

150,0.5369215544729258

150,0.42408832605750746

150,1.928029162618202

150,0.07726477289833156

150,0.7285638163206656

150,1.022308598935311

155,0.09961827556005431

155,0.269679806494878

155,0.5530047863095788

155,0.07681616328876117

155,0.5300756606407333

155,0.7171604080850642

155,0.07777239883404263

155,0.18361903507451416

155,0.08272805961162533

155,1.068204483872293

160,0.08842655632039254

160,1.0889709605463054

160,0.19733092250215378

160,0.08384124437206708

160,0.21117238925457826

160,0.8961543593392918

160,0.4697639689077988

160,1.0362458603040778

160,1.3929058954743851

160,1.2436677192670373

165,0.8404001820097733

165,1.6643728702804097

165,0.21911821055656588

165,0.22695925649693294

165,0.09147658848001328

165,0.2784723837806027

165,1.244196300275064

165,0.6838298687613786

165,0.09763395850724521

165,0.09826817018597467

170,0.0983669583840836

170,1.7221729469160962

170,0.5538087768396025

170,0.22920401516292088

170,0.5177959882583139

170,0.6122323737905901

170,0.9228896103896034

170,0.11865189604915827

170,0.11209680730227944

170,1.2934749326016544

175,0.6082911095753474

175,0.43625509764208914

175,1.3387977604587178

175,1.0524103465028105

175,0.9341861049908999

175,0.538728822547327

175,1.4449779672382448

175,0.5216311941483269

175,0.8143423357464457

175,0.22296923966445092

180,0.38358687545331804

180,1.031211938746182

180,0.10909937665074665

180,0.2466044229742863

180,0.5352011002696031

180,1.1309978548848392

180,0.3802109705363108

180,0.6534933388529254

180,0.11274213799899258

180,1.1697236838503926

185,0.7580758282813065

185,0.4794208360133041

185,0.11258732705650232

185,1.0923173573002458

185,0.4531059693730981

185,0.9182243270428216

185,0.7446556012480556

185,0.47157123698218584

185,0.9049426600796409

185,1.2949995210269236

190,0.30893207819578095

190,1.2483227389049318

190,0.4010441613181257

190,1.38394824353729

190,2.098957121645469

190,2.102875292515705

190,1.565298998946247

190,0.11821483311209136

190,0.7312529080508483

190,0.13556691596075154

195,0.5246119462729126

195,1.0751337703392494

195,0.44086350293541443

195,0.15310502853310481

195,0.45344766534834946

195,0.9770238323320513

195,0.1415904301178159

195,1.6230610143281439

195,0.9463079728490698

195,0.5035602240225501

200,5.30997213403036

200,2.2240948264064713

200,0.13452686012618642

200,0.6125385744392702

200,1.1189277332256893

200,0.6883826789648708

200,3.0740962804318883

200,0.7867812837847055

200,0.8008015101336952

200,0.35155811654098557

205,1.0888289792399348

205,1.2197271906176042

205,0.6603366667578996

205,0.17479310073488818

205,0.1529810087173189

205,1.2492191028150046

205,0.7901050148481801

205,0.3342137314740228

205,1.9666664670945408

205,1.4482597881570314

210,0.9575445958151647

210,0.3347696823724391

210,3.904458982798019

210,3.4944849670877147

210,3.3303763873113326

210,0.4345628686382099

210,1.9764216947436068

210,2.394109742996733

210,2.182327518372034

210,0.9986828240252805

215,0.15387737262739165

215,0.15851870732007

215,1.7776512870690908

215,0.35599032816500653

215,0.5848355411711452

215,0.3786286487485029

215,1.3983473718062953

215,0.15578257359078407

215,1.8273297763879839

215,1.3749161797106808

220,0.168990256319006

220,3.697798776565918

220,1.133165208079589

220,1.3388802977843852

220,0.46773774171035143

220,1.5860898519288753

220,3.8233029812653

220,1.4169623185034084

220,2.1444471624266157

220,1.9009475113927294

225,3.0859739575492995

225,1.2526677090033331

225,2.8802935078619782

225,1.4948305119538077

225,1.6952935762867298

225,2.5488869007704693

225,2.3546804223173865

225,1.5653229476003503

225,0.3757676398943488

225,1.216188776976452

230,0.903255135275657

230,0.6826358572933771

230,0.6151801965158086

230,1.1981982059036795

230,0.40052926525530097

230,1.4975824689009585

230,0.7122492233793594

230,1.7230949700984013

230,1.769410384136421

230,0.5038471802170363

235,0.8016730700806249

235,0.9056705281020356

235,1.148165618627928

235,2.233670439149904

235,6.2097970522628145

235,3.5319556299864416

235,1.9417962174811692

235,5.8448302553610745

235,1.9206568260506458

235,0.700340327480717

240,2.4966095548287512

240,0.8246205848945465

240,0.20912862822109446

240,1.9720861330450248

240,0.699525645587272

240,0.6727296675926766

240,0.21360574357152018

240,2.912700741039771

240,0.5689939341480397

240,3.512755224227817

245,2.1465880010400724

245,0.6882355658040638

245,1.6344460334186408

245,2.876020811380414

245,0.8070914530674713

245,0.7790604087692827

245,0.47312191233424983

245,1.0302659669097807

245,0.7808390239897562

245,0.466850358545571

250,0.46644750797145207

250,0.7512778317573066

250,1.4344345722770413

250,1.9495825236407427

250,1.7109743852038264

250,0.2414323690008473

250,0.20177083190776557

250,1.6945691295006782

250,0.46749397862407704

250,3.4040142220792973

255,2.1046983838079427

255,1.9439460368398613

255,3.3470596184637316

255,1.9431352038372438

255,2.344172522682811

255,3.7911117136288794

255,0.2535183138779189

255,0.7222700244960265

255,1.233412135809374

255,0.7099386059146582

260,1.8942076758858093

260,1.4892449160428782

260,1.2442065639839939

260,0.2331465623418012

260,0.23529124984600003

260,3.0369715900537813

260,0.24360100515923477

260,1.7653399682509416

260,0.5263127283675431

260,1.1455098839516609

265,6.523879801705164

265,0.5836821568842652

265,3.1055310271920007

265,2.3401089492699043

265,0.6181237426956727

265,1.5930469359407766

265,0.5926064517674376

265,4.077934052249134

265,1.7053430302573815

265,2.0692060507985275

270,1.045277924130687

270,2.2124844333748115

270,2.1415562177548395

270,0.28976118060023737

270,2.0770240033938876

270,0.9546104580351198

270,2.1675315266924713

270,4.297031307733391

270,0.928452540610067

270,9.271975028396241

275,1.2897201257646884

275,3.771339533753917

275,7.391956502401683

275,1.1152071387516571

275,6.089052214908406

275,0.5819292009360879

275,9.520928557743673

275,0.35897578448953027

275,0.9732921188400496

275,1.6081392922146165

280,2.429702574822443

280,1.7063766712739152

280,1.993048047842592

280,1.3867536573015968

280,1.9979943002203413

280,10.10442810614046

280,5.819729927606659

280,2.230936016038754

280,5.575389507752504

280,0.6883176754752185

285,16.047615483831237

285,5.035992688818055

285,6.730459181229719

285,1.2790608364238096

285,6.424870506206105

285,0.6616127878970133

285,0.4661391690501091

285,10.175245131580766

285,3.003257872264726

285,2.200854795889086

290,12.069318951596358

290,0.4237778488634376

290,6.250805273493654

290,6.424735367372307

290,2.507872692376111

290,8.960068185239436

290,2.583025707169554

290,2.878839482435353

290,0.9577028279938986

290,5.395831480163679

295,3.7970745008416316

295,6.655012367769245

295,1.8655394263271319

295,5.352467310087263

295,3.6382915030175127

295,6.640695349171438

295,4.485133872976348

295,4.020071965705597

295,1.9829844812720694

295,9.783558051537511

300,0.5098531605380003

300,3.8244281403527793

300,0.9871036497748946

300,2.8295433162728614

300,5.403802105428781

300,14.773171178136977

300,12.015966482147974

300,4.250602992897484

300,5.11252831073034

300,0.5708183084038865

305,4.340395905464334

305,0.530522131977591

305,7.506877967922492

305,1.9910641584443738

305,0.46040047281485386

305,2.0712040527964746

305,5.34780886921294

305,2.5251080255361558

305,1.6193271625634225

305,5.528233324894245

310,2.131913890903661

310,2.463189635706726

310,10.025635751235086

310,19.106110499089937,Error

310,3.796663524831274

310,1.9247225377362156

310,4.036948924363287

310,3.2414901023634

310,2.598494399436163

310,2.0993792166736966

315,9.156289771872025

315,6.172061671205597

315,5.261233201729738

315,20.45698436837131,Error

315,6.296579276887542

315,5.483117054178706

315,1.1098999459445622

315,3.9042870656741115

315,1.084251365073328

315,5.480871012549187

320,1.5910758761785928

320,7.6714107809998495

320,6.930446693717158

320,5.91004757229075

320,8.938775693484672

320,5.421374430364153

320,4.550002223803517

320,6.273295197952734

320,4.505011683521957

320,7.290288478644584

325,5.311342766822236

325,9.732574788225406

325,9.916449560713204

325,2.6930928660380005

325,2.087706813734144

325,4.670409641728156

325,0.5516136260998792

325,20.460416296032804,Error

325,4.290027181722394

325,2.6759563210761144

330,3.52392256715882

330,5.757173477207743

330,20.754696074473486

330,5.309021885648576

330,15.707926063662399

330,7.656190128364756

330,11.820237981196897

330,4.37269836328062

330,0.645282799392362

330,2.4182328801334734

335,26.93646464836536,Error

335,6.682150041739078

335,0.7903402248437033

335,7.8997851463603865

335,10.029059981114756

335,7.071003055163942

335,0.5859393175317109

335,13.023500044476123

335,22.602082421003615,Error

335,4.75241795875354

340,2.5518035047143712

340,4.4043926963447575

340,1.4430039138942448

340,3.308369284824721

340,1.373859445349126

340,6.600830676173018

340,7.019329557429046

340,5.427944914674299

340,12.05665396247582

340,6.725487697234257

345,2.303599653770789

345,15.129268847590765

345,5.457159706731545

345,6.1645905464399675

345,2.5521811236708345

345,1.3534722982496987

345,5.25069793220473

345,18.25611460457344

345,3.7553901577873603

345,6.119257882528473

350,3.730324042395978

350,4.627243903356884

350,3.562543620762881

350,14.59730295389545

350,6.158693190371423

350,1.5436558304709251

350,3.1518738111203675

350,0.735572218876996

350,14.017922574001432

350,4.544745921886488

355,8.32853875576484

355,1.9497942126365615

355,0.8142123287670984

355,0.6524541383273572

355,26.497184750181304,Error

355,7.505165211500753

355,1.8530634605119758

355,4.673567015176559

355,3.65475320911969

355,0.7800564161866532

360,9.64582207176386

360,19.456757283812067

360,25.861032802813725

360,0.8505881960504666

360,26.79621363225806,Error

360,6.042692324798509

360,18.685249254170685

360,4.163690333638897

360,13.877121594159235

360,17.16727493397002

365,6.06948274328397

365,7.20030739808135

365,6.084182085038265

365,10.670919405936502

365,1.6897473245930996

365,4.585889281950813

365,4.2808809341345295

365,17.077062492302275

365,0.7347622411834891

365,13.405458839106132

370,2.3422874214825242

370,2.881344255060185

370,1.4845501245331434

370,5.829879025084438

370,4.009493075417822

370,2.2821125792015664

370,9.520530411369464

370,0.510557079906448

370,5.146077809177086

370,11.924175995237647

375,4.482594460334212

375,5.848684705705409

375,5.696873332147334

375,8.001769634475068

375,0.539702591928517

375,0.6230524612374211

375,4.534131963926484

375,1.78674578845812

375,20.44991652183421,Error

375,4.933523668112684

380,9.77498229510229

380,3.4913173299303253

380,4.540462961695994

380,5.661777007239152

380,5.6592273308883705

380,3.9438245829512653

380,5.079302119113663

380,12.541663815636412

380,4.70842984070714

380,17.878693224583458,Error

385,9.927969718637542

385,4.127910616780582

385,18.098445646818845,Error

385,12.067791797243899

385,12.189020739534271

385,3.8586537606229285

385,6.212379230358692

385,3.979991754820503

385,7.525395837039696

385,7.2586151006528326

390,7.378715034964898

390,18.35935981826401,Error

390,6.02303176275791

390,9.18820349171392

390,1.8100200313385812

390,1.6490803716831124

390,12.23333045379286

390,11.132319735059582

390,5.89899099188483

390,7.365404715147861

395,5.71496440203623

395,2.9515865128023506

395,3.679969003599126

395,1.608491679553481

395,15.30523158348501

395,19.29821248956523,Error

395,15.651905885210681

395,9.911847570238024

395,1.29599595609875

395,4.992038355479963

400,1.383505621091217

400,11.33161444719667

400,2.747893373749548

400,1.3604413565885807

400,0.5937474340726112

400,8.80648119004286

400,2.6860151834466706

400,1.3143611525460983

400,15.628400281225595

400,9.922362312345058

405,2.935402354494954

405,5.836830121932962

405,7.750432358737044

405,5.099242794876318

405,1.3509264707895454

405,9.016707607461058

405,3.292475503948026

405,0.6713047226744493

405,0.6348155269388371

405,4.5348153558768445

410,4.9184458520931

410,9.35376310333504

410,5.060431435003238

410,16.040839725343176

410,2.9547631307050324

410,4.496305064798435

410,4.4779685212051845

410,7.325752586454655

410,15.044710854214372

410,20.459962554568847,Error

415,21.891906039166315,Error

415,13.377432926662095

415,7.498905204384755

415,21.53486453614869,Error

415,4.928908420346943

415,4.262256579037512

415,5.228079711384453

415,3.8378590587494728

415,20.00519814090012

415,0.6677547623608007

420,20.99297107002576,Error

420,1.4651239171789712

420,11.326844388488098

420,4.407015929275985

420,18.76543276928578

420,10.248351819413529

420,4.436320956440795

420,1.877630930713167

420,33.900188852243446

420,0.8864384759076529

425,2.302453539610724

425,14.757176898443959

425,6.261488939142964

425,7.461984505221153

425,1.054814192656977

425,6.369903640879784

425,5.426354039796024

425,11.287388553227629

425,3.8244691951886125

425,28.56115502648072

430,32.25030919423034,Error

430,16.09823139189575

430,3.372839489277794

430,17.14666840009295

430,8.82168259822356

430,16.330235261313646

430,20.55583714230943

430,6.962163264817718

430,0.8786855268022009

430,5.204932481901778

435,28.43788488908376,Error

435,0.9911385703335327

435,4.616032939663455

435,17.389545813775385

435,7.804534506589334

435,7.069575971973336

435,30.41932639278548,Error

435,4.320770838750377

435,0.8050686471060544

435,4.252258015956613

440,30.235186046829767,Error

440,14.92215233396746

440,14.128062861796025

440,10.43600021553766

440,11.591369247191324

440,25.56603114351401,Error

440,22.016712311661195

440,17.45220490126303

440,15.901021067973033

440,0.8129721306090687

445,5.660724121768908

445,11.992283401529676

445,3.914227895392287

445,6.079940607337903

445,7.00811560015336

445,5.154790415064326

445,23.71762056436728,Error

445,13.325713669891684

445,6.870660589410363

445,17.987569365565832

450,19.490604429816813

450,4.891158071380687

450,13.539332243099125

450,24.556130513322387

450,9.633471408728383

450,23.50339172813483,Error

450,4.757548102582405

450,10.301811202496083

450,7.450788509435824

450,5.065780537955106

455,6.668114419826907

455,10.734717765111782

455,7.209237680127899

455,12.975475722907504

455,2.5524612373928903

455,3.1434857950266633

455,4.219900818359747

455,18.379925724959776

455,2.7419352907363645

455,21.93590484857623

460,18.69685579831139

460,6.724352702092347

460,25.43357199307502

460,6.654936672916392

460,18.949716379510846

460,3.2751199998633638

460,8.431051824887163

460,14.560926231303256

460,9.091621991022748

460,8.019460419717234

465,8.721999746828715

465,17.495964224131967

465,5.818074049238476

465,6.42985738576499

465,5.518257427504068

465,10.469172095028625

465,15.810059375555738

465,11.33289783846294

465,5.993423956180777

465,30.506842900250376,Error

470,15.087300541923923

470,13.296576710959926

470,21.654630044612986

470,28.330584655071107,Error

470,6.315418314562066

470,30.2518466122915,Error

470,14.440198072475596

470,2.6353342718925887

470,26.03385484378623

470,28.08411066673034,Error

475,8.397852147852063

475,15.627929861234406

475,19.419766021649593

475,18.957523640743148

475,5.503440480752033

475,29.442734919190116,Error

475,17.094715643945165

475,16.641795276641005

475,26.76253968634137,Error

475,19.877490232370292

480,2.5175992671711356

480,5.073991932724766

480,27.473840371957067,Error

480,29.60881413107427

480,23.120569498994428

480,27.139575321938082,Error

480,9.205126209406899

480,5.224532316998193

480,15.008942256373757

480,6.32386406401838

485,18.428934934928293

485,11.585531335103042

485,4.812916963173848

485,9.122489240211962

485,21.407439307268305

485,5.041061250393341

485,20.747826231986892

485,9.80515032912308

485,16.594876442050918

485,2.2400343663184685

490,12.18601988764658

490,28.987854183487798,Error

490,4.695323084450138

490,16.898172033445917

490,12.341047650979363

490,20.22420644424028

490,18.29399880940946

490,30.85786644862037,Error

490,30.036428896446523,Error

490,27.711597477864416

495,3.9649233472009655

495,35.20042286480657,Error

495,12.741175348623983

495,2.2855239794453155

495,5.644299621611026

495,31.770354217699605,Error

495,13.08088401324676

495,7.525253428078031

495,1.4308046405649293

495,29.91973009866888,Error

500,15.365757102486896

500,23.232937439272973

500,10.188557162015968

500,10.626975763962037

500,12.984989753396803

500,22.166940935776438

500,11.485956252651704

500,13.225536022197048

500,25.8364024673956

500,9.151173312988249

505,24.64672912703736

505,9.71867387749262

505,22.62515481094215

505,22.812034284208494

505,3.267235760814401

505,11.44811096437843

505,3.223168099024406

505,15.234549696879185

505,2.8091920921542624

505,35.04752353810545,Error

510,5.666465383930699

510,3.730588760554383

510,14.488764232342874

510,9.927024174455255

510,4.306386678389572

510,9.458100119059054

510,17.236182054247365

510,22.87359045064568

510,35.27144601973396

510,9.325385231206383

515,24.906838024988247

515,8.541713851217537

515,6.8009691507122625

515,7.960155854420009

515,21.004067422303706

515,14.730492965937628

515,22.9625045331386

515,35.07812863506388,Error

515,23.48077735620518

515,4.673276210091899

520,1.3137979315206394

520,26.29684356739108

520,16.10634143253992

520,15.543943641973783

520,8.239566084600483

520,16.801941209475444

520,24.390329276887314

520,17.88391745241006

520,2.818097997892437

520,21.77068650527508

525,20.71636197706357

525,18.75812115966164

525,3.826619442201263

525,8.045171438150646

525,20.24812003065381

525,4.2121457309813195

525,14.357622685532988

525,11.492404427764086

525,2.5393856999171476

525,20.56838794766918

530,20.91675618901718

530,15.67880278967641

530,16.772365476987943

530,15.23601270305062

530,31.046115699369693,Error

530,9.710665190973486

530,9.355844070313651

530,21.83329512952787

530,16.846840231685746

530,13.767405112011147

535,22.912762323293464

535,20.553701435550465

535,21.748751676405846

535,14.661110721470322

535,21.260227358257907

535,10.443248104635131

535,8.493958952007233

535,2.603827679169626

535,11.811191377116302

535,17.912872230508583

540,11.334384365634833

540,4.526562050962639

540,31.5907790839301,Error

540,7.023986715339561

540,18.602290688762878

540,19.100060042696896

540,18.925910989695694

540,24.432477197459775

540,26.375246329013862

540,17.511062995223256

545,5.357466591627599

545,32.19316685027297,Error

545,25.906933819605

545,15.746068571838805

545,8.218909942796927

545,22.040745641344984

545,9.09512961353721

545,8.99087855637481

545,24.18109287972311

545,32.62132901345285,Error

550,27.189137061568545

550,11.918185410479964

550,3.791745925307623

550,8.920741073994577

550,4.65328977529316

550,19.301332229413674

550,32.94503356232781,Error

550,2.8669002230644764

550,33.637384020089485,Error

550,2.829633123725216

555,32.776425629165715,Error

555,2.8723861754688187

555,26.439208907529974

555,8.972127187880687

555,17.52526283647876

555,20.155807377554083

555,22.89192699423802

555,1.4818777113296164

555,25.45614915906026

555,9.686596365962941

560,33.7174503578608

560,7.221934315683939

560,23.11178333652697

560,5.928918256400721

560,37.11505190015487,Error

560,5.93679736359536

560,7.89623561370172

560,36.07338851217264,Error

560,34.17717941305273,Error

560,9.841172526103946

565,37.28549147769991,Error

565,16.039913853270264

565,30.418681917397407

565,21.64134410110455

565,15.358390753081949

565,18.922724108083457

565,8.602865028807173

565,1.4322702126646618

565,33.96680374420157,Error

565,22.32458851080446

570,36.175872928441095,Error

570,1.500727440367882

570,1.5174850834091558

570,8.97514215236879

570,35.05089516647695,Error

570,23.646563624732153

570,22.646465691842423

570,1.7078901406812292

570,19.235710351293164

570,17.622903637458876

575,11.23217706950527

575,26.82689613468756

575,4.765167623472735

575,7.1812951603187685

575,7.064853810573368

575,24.48622909624646

575,1.526513726000303

575,1.5979209147017173

575,13.80557370711449

575,30.410219061760472

580,28.404508163069295

580,25.71646375884393

580,12.735715483147033

580,3.97462297976017

580,4.636806686464297

580,34.622556809627895

580,3.5965926197086446

580,12.167288191260923

580,36.77800581268002,Error

580,30.670999377334738

585,37.26575436549774,Error

585,20.45124396151823

585,16.118294376855374

585,14.772911164178367

585,37.35371948257216,Error

585,12.89246669426484

585,14.099177791386865

585,1.5526955920795444

585,13.932266791428447

585,19.289545642713165

590,25.937783534957816

590,7.50310306132269

590,8.864412984275987

590,32.17126708907563

590,8.031403100324496

590,40.978464600468214,Error

590,36.45429827022235,Error

590,25.838498829936725

590,3.4089549149475715

590,9.009789440012355

595,15.709629839338959

595,10.83476455051823

595,6.9207098552133175

595,18.045973290408256

595,12.938705130485687

595,24.047123253459176

595,8.548614484830068

595,19.94884781314613

595,34.38064589520127

595,5.139940111258511

600,1.6489477987761347

600,13.010485233944564

600,12.63016221791895

600,4.77051672642483

600,12.858941144471828

600,3.5196391793133444

600,39.44818024441338,Error

600,38.251654595404034,Error

600,15.145586434113284

600,27.17616587179873

605,22.43282316998102
